Google 地圖連結,店家名稱,評分,店家類型,地址,打烊時間,電話,R8c4Qb,實體和線上,其他服務,網站
https://www.google.com/maps/place/%E7%81%A3%E4%B8%AD%E6%B0%B4%E9%9B%BB%E8%A1%8C%EF%BC%8F%E6%B0%B4%E9%9B%BB%E7%B6%AD%E4%BF%AE/data=!4m7!3m6!1s0x346e050009f85bb1:0xa15baf726568999a!8m2!3d22.6499269!4d120.3189493!16s%2Fg%2F11xfk_gm8z!19sChIJsVv4CQAFbjQRmploZXKvW6E?authuser=0&hl=zh-TW&rclk=1,灣中水電行／水電維修,5,水電承辦商,灣中街298巷,· 打烊時間：21:30,0928 728 227,規劃路線,,,
https://www.google.com/maps/place/%E4%BD%B3%E6%B7%B3%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x346e048e5192731b:0x61c08ae790fc9954!8m2!3d22.6286517!4d120.3066716!16s%2Fg%2F1vnrnc2r!19sChIJG3OSUY4EbjQRVJn8kOeKwGE?authuser=0&hl=zh-TW&rclk=1,佳淳水電材料公司,4.4,五金用品店,大同一路25號,· 打烊時間：18:00,07 201 3067,規劃路線,外送,,
https://www.google.com/maps/place/%E5%8B%81%E4%B8%9E%E6%B0%B4%E9%9B%BB%E4%BA%94%E9%87%91%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e054e9465a44d:0x14b2af4135e58f1!8m2!3d22.678602!4d120.3407856!16s%2Fg%2F11bbt3277f!19sChIJTaRllE4FbjQR8VheE_QqSwE?authuser=0&hl=zh-TW&rclk=1,勁丞水電五金材料行,4.4,水管用品店,八德南路445號,：17:30 · 開始營業時間：週五07:30,07 374 7783,網站,來店取貨,外送,https://www.facebook.com/enlin0326/
https://www.google.com/maps/place/%E5%90%8D%E5%8F%8B%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x346e05a0f880290d:0x5a5af59620178a27!8m2!3d22.6406135!4d120.3346264!16s%2Fg%2F11f6krw8ds!19sChIJDSmA-KAFbjQRJ4oXIJb1Wlo?authuser=0&hl=zh-TW&rclk=1,名友水電材料專賣店,4.4,水管用品店,覺民路360-2號,：17:30 · 開始營業時間：週五08:00,07 382 0992,網站,外送,,http://www.elions.com.tw/
https://www.google.com/maps/place/%E7%99%BB%E7%9A%87%E6%B0%B4%E9%9B%BB%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x346e04dea06d8b91:0xd62d2625415daadf!8m2!3d22.6486472!4d120.3248784!16s%2Fg%2F1vzv1fhn!19sChIJkYttoN4EbjQR36pdQSUmLdY?authuser=0&hl=zh-TW&rclk=1,登皇水電有限公司,3.7,水管用品店,大順二路431號,· 打烊時間：18:00,07 381 1623,規劃路線,外送,,
https://www.google.com/maps/place/%E9%98%BF%E5%85%AC%E5%BA%97%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99/data=!4m7!3m6!1s0x346e04c46bf7ba9d:0xdf760afa80995693!8m2!3d22.6389607!4d120.3273713!16s%2Fg%2F11f0wkm_p5!19sChIJnbr3a8QEbjQRk1aZgPoKdt8?authuser=0&hl=zh-TW&rclk=1,阿公店水電材料,3.5,家居用品店,九如一路527號,· 打烊時間：18:45,07 387 2618,規劃路線,外送,,
https://www.google.com/maps/place/%E5%BE%B7%E8%B1%90%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99/data=!4m7!3m6!1s0x346e044692660be7:0x86559b47b69fe824!8m2!3d22.6493701!4d120.2788228!16s%2Fg%2F11f5cbw17y!19sChIJ5wtmkkYEbjQRJOiftkebVYY?authuser=0&hl=zh-TW&rclk=1,德豐水電材料,4.6,家居用品店,·,· 打烊時間：18:30,07 533 1511,規劃路線,來店取貨,外送,
https://www.google.com/maps/place/%E8%B1%90%E9%BD%8A%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e1aafcfb14f7d:0xbeb64f33d226ca2!8m2!3d22.6791159!4d120.3485851!16s%2Fg%2F11f0l4rpnc!19sChIJfU-xz68abjQRomwiPfNk6ws?authuser=0&hl=zh-TW&rclk=1,豐齊水電材料行,4.3,家居用品店,仁雄路68-1號,· 打烊時間：18:30,07 372 3260,規劃路線,外送,,
https://www.google.com/maps/place/%E6%B3%B0%E9%BE%8D%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e0467f6b92cb5:0xde9fae845f612ef2!8m2!3d22.640146!4d120.2868937!16s%2Fg%2F1pzydvzxf!19sChIJtSy59mcEbjQR8i5hX4Sun94?authuser=0&hl=zh-TW&rclk=1,泰龍水電行,4.4,維修工匠,中都街54巷1號,· 打烊時間：22:00,0936 259 894,網站,,,http://www.tai-lung.com/
https://www.google.com/maps/place/%E7%AB%8B%E6%98%87%E6%B0%B4%E9%9B%BB%E5%B7%A5%E7%A8%8B%E8%A1%8C/data=!4m7!3m6!1s0x346e04f0fb09306f:0x893f52ae56af44b5!8m2!3d22.645053!4d120.3055099!16s%2Fg%2F1pzrwlvyp!19sChIJbzAJ-_AEbjQRtUSvVq5SP4k?authuser=0&hl=zh-TW&rclk=1,立昇水電工程行,4.4,建築工程,十全一路381號,,07 311 9719,規劃路線,,,
https://www.google.com/maps/place/%E6%9D%B1%E6%BC%A2%E6%B0%B4%E9%9B%BB.%E5%AE%B6%E9%9B%BB.%E7%A9%BA%E8%AA%BF%E8%A1%8C/data=!4m7!3m6!1s0x346e04c4ccf7b47f:0x2ecf69937954d84a!8m2!3d22.6463001!4d120.324701!16s%2Fg%2F1tpg_h2z!19sChIJf7T3zMQEbjQRSthUeZNpzy4?authuser=0&hl=zh-TW&rclk=1,東漢水電.家電.空調行,4.6,家庭用品維修服務,建德路146號,· 打烊時間：20:00,0938 765 382,規劃路線,,,
https://www.google.com/maps/place/%E9%90%99%E9%8B%92%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e053f91c42427:0x8483880bd2741252!8m2!3d22.6752406!4d120.3224094!16s%2Fg%2F11l7m1m06b!19sChIJJyTEkT8FbjQRUhJ00guIg4Q?authuser=0&hl=zh-TW&rclk=1,鐙鋒水電行,,商店,,,,規劃路線,,,
https://www.google.com/maps/place/%E4%B8%96%E9%91%AB%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x346e05a005ec2bad:0x5e2b9d79386329e6!8m2!3d22.6355408!4d120.2981131!16s%2Fg%2F11nm_jry_r!19sChIJrSvsBaAFbjQR5iljOHmdK14?authuser=0&hl=zh-TW&rclk=1,世鑫水電材料有限公司,3.6,建材商店,八德二路81號,· 打烊時間：21:00,0928 396 021,網站,店內購物,來店取貨,https://eletricss.com/
https://www.google.com/maps/place/%E9%AB%98%E6%AF%85%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e1b6fd88aaca5:0xdf2a7fca68b4502f!8m2!3d22.6794417!4d120.3488864!16s%2Fg%2F11f9wvfs9w!19sChIJpayK2G8bbjQRL1C0aMp_Kt8?authuser=0&hl=zh-TW&rclk=1,高毅水電材料行,4.3,電器商店,仁雄路46-11號,· 打烊時間：19:00,07 375 5022,規劃路線,店內購物,來店取貨,
https://www.google.com/maps/place/%E9%87%91%E7%94%B0%E7%B2%BE%E5%93%81%E5%BB%9A%E5%85%B7%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05aa2f8b3e31:0xac6b9569ba37fa85!8m2!3d22.6649316!4d120.2951857!16s%2Fg%2F11xbslx8k!19sChIJMT6LL6oFbjQRhfo3ummVa6w?authuser=0&hl=zh-TW&rclk=1,金田精品廚具水電行,3.3,廚房家具店,裕誠路1513號,· 打烊時間：22:00,07 552 6099,網站,,,https://www.facebook.com/%E9%87%91%E7%94%B0%E7%B2%BE%E5%93%81%E5%BB%9A%E5%85%B7%E8%A1%8C-396987237155395/
https://www.google.com/maps/place/%E4%BF%A1%E6%97%AD%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/data=!4m7!3m6!1s0x346e0466b3e656b1:0x871c2182cf87aea4!8m2!3d22.635067!4d120.291327!16s%2Fg%2F1pzrn4wv4!19sChIJsVbms2YEbjQRpK6Hz4IhHIc?authuser=0&hl=zh-TW&rclk=1,信旭水電材料有限公司,4.7,水管用品店,自強一路213號,：17:30 · 開始營業時間：週五08:00,07 271 7796,規劃路線,外送,,
https://www.google.com/maps/place/%E5%BE%97%E7%BF%94%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0493a8d95a85:0x3ce3df6f5a7d06e6!8m2!3d22.6321853!4d120.312319!16s%2Fg%2F11gbf9zn35!19sChIJhVrZqJMEbjQR5gZ9Wm_f4zw?authuser=0&hl=zh-TW&rclk=1,得翔水電材料行,3,家居用品店,六合一路19號,· 打烊時間：18:00,07 236 9377,規劃路線,店內購物,外送,
https://www.google.com/maps/place/%E9%80%9A%E6%82%85%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0461c1e4e4d3:0xdc4287ace6953cfd!8m2!3d22.6345676!4d120.2962972!16s%2Fg%2F1tjf7_x3!19sChIJ0-TkwWEEbjQR_TyV5qyHQtw?authuser=0&hl=zh-TW&rclk=1,通悅水電材料行,4.5,五金用品店,瑞源路178號,· 打烊時間：18:30,07 287 1122,規劃路線,店內購物,來店取貨,
https://www.google.com/maps/place/%E7%85%8C%E6%B3%89%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e0484db5b5a83:0xb2280d3a3535f6!8m2!3d22.6220364!4d120.3079138!16s%2Fg%2F1pzsf1pq6!19sChIJg1pb24QEbjQR9jU1Og0osgA?authuser=0&hl=zh-TW&rclk=1,煌泉水電行,4.5,水管用品店,青年一路254號,· 打烊時間：18:00,07 281 1198,規劃路線,,,
https://www.google.com/maps/place/%E9%80%A3%E5%84%84%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e053ee841146d:0xc40668feb999f142!8m2!3d22.672043!4d120.324706!16s%2Fg%2F11ckkym42x!19sChIJbRRB6D4FbjQRQvGZuf5oBsQ?authuser=0&hl=zh-TW&rclk=1,連億水電行,3,水電承辦商,"號 No, No. 24鼎貴路",? 開始營業時間：週五08:00,07 350 8247,網站,,,http://line.me/ti/p/f2ogZgU0hL
https://www.google.com/maps/place/%E6%AD%A3%E5%98%89%E6%B0%B4%E7%94%B5%E8%A1%8C/data=!4m7!3m6!1s0x346e1b695791249d:0xc3064a7617ea93b3!8m2!3d22.6789189!4d120.3454872!16s%2Fg%2F11h3mtjyrb!19sChIJnSSRV2kbbjQRs5PqF3ZKBsM?authuser=0&hl=zh-TW&rclk=1,正嘉水?行,4.6,水匠,澄仁路56巷29號,· 打烊時間：18:00,0925 677 113,網站,線上估價服務,不提供門市服務,https://line.me/ti/p/gQUiKmZjU5
https://www.google.com/maps/place/%E6%99%89%E9%91%AB%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e04c7e4dcbd83:0xa951299e836148c2!8m2!3d22.6318847!4d120.3315363!16s%2Fg%2F11bzt1zdr3!19sChIJg73c5McEbjQRwkhhg54pUak?authuser=0&hl=zh-TW&rclk=1,晉鑫水電材料行,4.3,商店,建國一路133-6號,· 打烊時間：18:00,07 727 7621,規劃路線,外送,,
https://www.google.com/maps/place/%E7%9B%8A%E5%84%80%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E3%80%8A%E9%AB%98%E9%9B%84%E6%AB%BB%E8%8A%B1%E3%80%81%E9%AB%98%E9%9B%84%E6%9E%97%E5%85%A7%E3%80%81%E8%8E%8A%E9%A0%AD%E5%8C%97%E8%81%B7%E4%BA%BA%E5%BA%97%E3%80%81%E9%AB%98%E9%9B%84%E5%96%9C%E7%89%B9%E9%BA%97%E3%80%81%E9%AB%98%E9%9B%84%E6%B5%B7%E7%88%BE%E3%80%81%E9%9B%BB%E5%85%89%E7%89%8C%E3%80%81%E5%87%B1%E6%92%92%E8%A1%9B%E6%B5%B4%E3%80%81%E5%92%8C%E6%88%90%E7%89%8C%E3%80%81%E4%BA%AC%E5%85%B8%E8%A1%9B%E6%B5%B4%E3%80%81%E9%AB%98%E9%9B%84%E7%86%B1%E6%B0%B4%E5%99%A8%E3%80%81%E9%AB%98%E9%9B%84%E9%9B%BB%E7%86%B1%E6%B0%B4%E5%99%A8%E3%80%81%E7%93%A6%E6%96%AF%E7%88%90%E3%80%81%E6%8E%92%E6%B2%B9%E7%85%99%E6%A9%9F%E3%80%81+%E9%9B%BB%E7%86%B1%E6%B0%B4%E5%99%A8%E3%80%81%E9%A6%AC%E6%A1%B6%E3%80%81%E8%87%89%E7%9B%86+%E3%80%8B/data=!4m7!3m6!1s0x346e04d05444f805:0xc72eef14618afd0a!8m2!3d22.6437191!4d120.334661!16s%2Fg%2F1pzss9kcc!19sChIJBfhEVNAEbjQRCv2KYRTvLsc?authuser=0&hl=zh-TW&rclk=1,益儀水電材料《高雄櫻花、高雄林內、莊頭北職人店、高雄喜特麗、高雄海爾、電光牌、凱撒衛浴、和成牌、京典衛浴、高雄熱水器、高雄電熱水器、瓦斯爐、排油煙機、 電熱水器、馬桶、臉盆 》,4.9,熱水系統供應商,義華路338號,：17:30 · 開始營業時間：週五08:00,07 384 9030,規劃路線,門市服務,,
https://www.google.com/maps/place/%E4%BE%86%E5%BE%97%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e050dc446b5f7:0xb0b34e07cee690b6!8m2!3d22.6356004!4d120.2872167!16s%2Fg%2F11ghldfyv0!19sChIJ97VGxA0FbjQRtpDmzgdOs7A?authuser=0&hl=zh-TW&rclk=1,來得水電行,4.3,水匠,"No, 號 No, No. 385號市中一路",,0979 183 273,規劃路線,線上估價服務,不提供門市服務,
https://www.google.com/maps/place/%E9%88%9E%E6%96%B0%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e1bee84279405:0x3d45ed139986f08e!8m2!3d22.6657725!4d120.3617233!16s%2Fg%2F11hz8qlv1p!19sChIJBZQnhO4bbjQRjvCGmRPtRT0?authuser=0&hl=zh-TW&rclk=1,鈞新水電材料行,4.9,電器商店,·,· 打烊時間：18:30,07 733 1920,規劃路線,外送,,
https://www.google.com/maps/place/%E9%87%91%E5%85%83%E7%99%BC%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e04b588b78d45:0x4491e78da9e74670!8m2!3d22.629123!4d120.339863!16s%2Fg%2F11dybfdhb3!19sChIJRY23iLUEbjQRcEbnqY3nkUQ?authuser=0&hl=zh-TW&rclk=1,金元發水電材料行,4.7,家居用品店,建國一路19-1號,· 打烊時間：18:00,07 749 3385,規劃路線,外送,,
https://www.google.com/maps/place/%E8%A9%A0%E8%A3%95%E6%B0%B4%E9%9B%BB%E5%B7%A5%E7%A8%8B%E6%9D%90%E6%96%99%E8%A1%8C-%E8%8E%8A%E9%A0%AD%E5%8C%97%E8%81%B7%E4%BA%BA%E5%BA%97/data=!4m7!3m6!1s0x346e04d344613e91:0xfeb65231542f9a08!8m2!3d22.644102!4d120.342544!16s%2Fg%2F11b6v96kqs!19sChIJkT5hRNMEbjQRCJovVDFStv4?authuser=0&hl=zh-TW&rclk=1,詠裕水電工程材料行-莊頭北職人店,3.9,商店,陽明路320號,· 打烊時間：21:00,07 384 8209,網站,來店取貨,,https://facebook.com/b8641753
https://www.google.com/maps/place/%E6%8C%AF%E7%9B%9B%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04f666aef81b:0x1d773e8837399f79!8m2!3d22.6441219!4d120.299912!16s%2Fg%2F1tdjzb9x!19sChIJG_iuZvYEbjQReZ85N4g-dx0?authuser=0&hl=zh-TW&rclk=1,振盛水電行,2.3,水管用品店,熱河二街111號,· 打烊時間：18:00,07 322 1953,規劃路線,,,
https://www.google.com/maps/place/%E4%B8%9E%E4%BF%A1%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e04832a49aa0b:0x59fbdf65deb79e80!8m2!3d22.6172526!4d120.3086864!16s%2Fg%2F1pztnm8bv!19sChIJC6pJKoMEbjQRgJ633mXf-1k?authuser=0&hl=zh-TW&rclk=1,丞信水電材料行,4.3,電器行,興中一路196號,· 打烊時間：18:00,07 537 9181,規劃路線,外送,,
https://www.google.com/maps/place/%E6%AD%A3%E5%A4%AA%E9%9B%BB%E6%A5%AD%E8%A1%8C/data=!4m7!3m6!1s0x346e1b2a96dfedad:0xadef42331fea4bb!8m2!3d22.6490293!4d120.3450993!16s%2Fg%2F11bbrhh69m!19sChIJre3fliobbjQRu6T-MSP03go?authuser=0&hl=zh-TW&rclk=1,正太電業行,5,水電承辦商,本館路30-6號,· 打烊時間：18:30,07 370 5019,網站,,,https://www.facebook.com/twsamjt/
https://www.google.com/maps/place/%E6%96%B0%E6%B4%BA%E6%98%8C%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0499410ff43b:0xa0e7966e66bcd765!8m2!3d22.619269!4d120.315624!16s%2Fg%2F11bzsfb31z!19sChIJO_QPQZkEbjQRZde8Zm6W56A?authuser=0&hl=zh-TW&rclk=1,新洺昌水電材料行,4.7,水管用品店,興中一路53號,：17:30 · 開始營業時間：週五08:00,07 333 0541,規劃路線,店內購物,來店取貨,
https://www.google.com/maps/place/%E5%8A%9B%E7%91%8B%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04d45eadd2d3:0x7e056f99263b84c0!8m2!3d22.64698!4d120.3402931!16s%2Fg%2F11gb3t2zs9!19sChIJ09KtXtQEbjQRwIQ7JplvBX4?authuser=0&hl=zh-TW&rclk=1,力瑋水電行,4.4,商店,黃興路179號,· 打烊時間：19:00,07 383 0146,規劃路線,,,
https://www.google.com/maps/place/%E5%95%9F%E7%B5%B1%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0461c6371fd3:0xcb7aa037568e6d84!8m2!3d22.6350668!4d120.2961922!16s%2Fg%2F11gbk4lh9y!19sChIJ0x83xmEEbjQRhG2OVjegess?authuser=0&hl=zh-TW&rclk=1,啟統水電材料行,3.4,五金用品店,八德二路150號,：17:00 · 開始營業時間：週五08:00,07 287 5967,規劃路線,來店取貨,外送,
https://www.google.com/maps/place/%E5%85%A8%E5%AF%8C%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e051f93bc5d43:0xe24a50d399018e35!8m2!3d22.6907038!4d120.2964566!16s%2Fg%2F11h062t30x!19sChIJQ128kx8FbjQRNY4BmdNQSuI?authuser=0&hl=zh-TW&rclk=1,全富水電行,4.8,水電承辦商,左營大路513號,· 打烊時間：19:00,07 583 2879,規劃路線,,,
https://www.google.com/maps/place/%E6%96%B0%E5%85%89%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04df964e4b3d:0x90dcaf565b55bb7a!8m2!3d22.653282!4d120.322436!16s%2Fg%2F1pzsrq0cp!19sChIJPUtOlt8EbjQRertVW1av3JA?authuser=0&hl=zh-TW&rclk=1,新光水電行,3,水匠,新民路168號,,07 383 6148,規劃路線,,,
https://www.google.com/maps/place/%E9%9D%92%E5%B1%B1%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C%28%E8%93%89%E5%BE%B7%E4%BC%81%E6%A5%AD%29/data=!4m7!3m6!1s0x346e04d2c6607c15:0x46fbc1e38d0b1bd7!8m2!3d22.6411698!4d120.3426617!16s%2Fg%2F11b5zz8t4r!19sChIJFXxgxtIEbjQR1xsLjePB-0Y?authuser=0&hl=zh-TW&rclk=1,青山水電材料行(蓉德企業),3.2,電器商店,陽明路160巷29號1樓,· 打烊時間：20:00,07 384 9589,規劃路線,,,
https://www.google.com/maps/place/%E5%8F%B0%E5%92%8C%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e049b2fe2c9db:0x3dac21a98fe4b803!8m2!3d22.621619!4d120.309628!16s%2Fg%2F12hkzkxgh!19sChIJ28niL5sEbjQRA7jkj6khrD0?authuser=0&hl=zh-TW&rclk=1,台和水電材料行,3.7,商店,復興二路75-1號,· 打烊時間：20:00,07 331 3565,規劃路線,來店取貨,,
https://www.google.com/maps/place/%E5%88%A9%E8%88%88%E5%BB%9A%E5%85%B7%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e0480fee18c93:0x47fd76a36f0b7a55!8m2!3d22.6253692!4d120.3072603!16s%2Fg%2F1tt88_ql!19sChIJk4zh_oAEbjQRVXoLb6N2_Uc?authuser=0&hl=zh-TW&rclk=1,利興廚具水電行,4.9,廚房用品店,五福二路122號,· 打烊時間：20:00,07 215 5678,網站,外送,,https://www.facebook.com/lixingkitchen
https://www.google.com/maps/place/%E6%B3%89%E8%88%88%E6%B0%B4%E9%9B%BB%E8%A1%8C%EF%BC%8F%E6%B0%B4%E9%9B%BB%E7%B6%AD%E4%BF%AE/data=!4m7!3m6!1s0x346e05005052855f:0x2df9224e2f4679be!8m2!3d22.6483182!4d120.3028954!16s%2Fg%2F11x8c1kpm8!19sChIJX4VSUAAFbjQRvnlGL04i-S0?authuser=0&hl=zh-TW&rclk=1,泉興水電行／水電維修,,水電承辦商,察哈爾二街10巷28號,,07 323 4645,規劃路線,,,
https://www.google.com/maps/place/%E5%AE%97%E6%98%9F%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e05e4885c6c61:0xdd8c368e7d7b40b4!8m2!3d22.6260592!4d120.307084!16s%2Fg%2F11rhf0db33!19sChIJYWxciOQFbjQRtEB7fY42jN0?authuser=0&hl=zh-TW&rclk=1,宗星水電行,4.3,水匠,"113號, 仁愛二街",,0909 611 093,規劃路線,不提供門市服務,,
https://www.google.com/maps/place/%E6%A6%AE%E7%8D%BB%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04ef1cc463c9:0xb903da5aaa399b3!8m2!3d22.643402!4d120.3126046!16s%2Fg%2F1pzy5sjnq!19sChIJyWPEHO8EbjQRs5mjqqU9kAs?authuser=0&hl=zh-TW&rclk=1,榮獻水電行,3,水匠,熱河一街46號,：17:00 · 開始營業時間：週五08:00,07 311 7961,規劃路線,,,
https://www.google.com/maps/place/%E5%90%89%E8%B1%90%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e050879e4e387:0x9cf0acf5abbf241!8m2!3d22.617478!4d120.312625!16s%2Fg%2F11f7h7_p01!19sChIJh-PkeQgFbjQRQfK7Ws8Kzwk?authuser=0&hl=zh-TW&rclk=1,吉豐水電行,4.7,水電承辦商,永富街127號,· 打烊時間：19:00,0935 594 970,規劃路線,線上估價服務,,
https://www.google.com/maps/place/%E8%AC%99%E6%88%90%E6%B0%B4%E9%9B%BB%E8%A1%8C/data=!4m7!3m6!1s0x346e04d212a2b319:0x3bc456de49a63101!8m2!3d22.6410118!4d120.3391401!16s%2Fg%2F11gf629mcm!19sChIJGbOiEtIEbjQRATGmSd5WxDs?authuser=0&hl=zh-TW&rclk=1,謙成水電行,5,居家服務,褒揚街299巷8號,· 打烊時間：18:00,0937 389 707,規劃路線,,,
https://www.google.com/maps/place/%E9%AB%98%E9%9B%84%E6%8A%93%E6%BC%8F%E5%B0%88%E5%AE%B6%EF%BD%9C%E9%95%B7%E9%9D%92%E6%B0%B4%E9%9B%BB%EF%BC%8D%E9%AB%98%E9%9B%84%E4%B8%89%E6%B0%91%E6%B0%B4%E9%9B%BB%E5%B7%A5%E7%A8%8B%E6%89%BF%E5%8C%85%E7%B5%B1%E5%8C%85+%E5%B0%88%E6%A5%AD+%E8%80%81%E5%B1%8B%E8%88%8A%E5%B1%8B%E4%BF%AE%E7%B9%95%E6%94%B9%E9%80%A0%E6%94%B9%E5%BB%BA+%E5%A4%96%E7%89%86%E6%8B%89%E7%9A%AE+%E5%84%AA%E8%B3%AA%E8%A1%9B%E6%B5%B4%E5%BB%9A%E6%AB%83%E8%A8%AD%E5%82%99+%E7%AE%A1%E5%85%A7%E6%BC%8F%E6%B0%B4+%E7%AE%A1%E7%B7%9A%E4%BF%AE%E6%94%B9+%E6%B1%A1%E6%B0%B4%E6%B1%A0%E4%B8%8D%E9%80%9A+%E6%96%BD%E5%B7%A5+%E5%A3%81%E7%99%8C%E8%99%95%E7%90%86+%E5%A4%96%E5%A3%81%E6%B4%A9%E6%B0%B4%E6%8E%92%E6%B0%B4+%E9%A6%AC%E6%A1%B6+%E7%AE%A1%E8%B7%AF%E7%96%8F%E9%80%9A+%E6%B3%A5%E4%BD%9C%E9%A6%96%E9%81%B8/data=!4m7!3m6!1s0x346e04cd0694d89f:0x8a6bb8f901842865!8m2!3d22.6376343!4d120.3409065!16s%2Fg%2F11xchtd04!19sChIJn9iUBs0EbjQRZSiEAfm4a4o?authuser=0&hl=zh-TW&rclk=1,高雄抓漏專家｜長青水電－高雄三民水電工程承包統包 專業 老屋舊屋修繕改造改建 外牆拉皮 優質衛浴廚櫃設備 管內漏水 管線修改 污水池不通 施工 壁癌處理 外壁洩水排水 馬桶 管路疏通 泥作首選,3.1,水電承辦商,陽明路23號,· 打烊時間：23:00,07 396 3427,網站,,,https://m.facebook.com/61576598002130/
https://www.google.com/maps/place/%E6%A8%AB%E9%8C%A8%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99/data=!4m7!3m6!1s0x346e049d7e059ef3:0x57fee1a2164b50f1!8m2!3d22.613882!4d120.31151!16s%2Fg%2F1hhx4z6lh!19sChIJ854Ffp0EbjQR8VBLFqLh_lc?authuser=0&hl=zh-TW&rclk=1,?錨水電材料,4.1,電器行,復興三路397號,· 打烊時間：18:00,07 331 7526,網站,外送,,https://www.facebook.com/%E6%A8%AB%E9%8C%A8%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C-153906001389814/
https://www.google.com/maps/place/%E5%A4%A7%E5%AE%89%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C/data=!4m7!3m6!1s0x346e0499c237815f:0x82646201c456345a!8m2!3d22.622651!4d120.316299!16s%2Fg%2F1td_wbbt!19sChIJX4E3wpkEbjQRWjRWxAFiZII?authuser=0&hl=zh-TW&rclk=1,大安水電材料行,4.1,水管用品店,光華一路148-26號,· 打烊時間：18:00,07 722 5956,網站,來店取貨,外送,https://twypage.com/sd-66670-B-%E9%AB%98%E9%9B%84-%E5%A4%A7%E5%AE%89%E6%B0%B4%E9%9B%BB%E6%9D%90%E6%96%99%E8%A1%8C.html
